category,ask
通讯运营商,一个小时内打客服人员电话取消业务，客服反复不给退费。联通公司不合理扣费 小区充电桩手机验证登录，不知道怎么情况，就收到扣费29元的订购业务短信。
医疗健康,办理后套餐项目我尚未开始使用，9月14...对方得知我刚出来工作，主动引导我办理支付宝安心付分期支付。期间店长以原房间缺少仪器为由更换房间，工作人员趁护理过程向我推销祛痘套餐，朋友在该美容院办理了去黑头项目，蕾特恩祛痘诱导刚职场人分期未消费退钱遭总是迟迟不办 2026年9月13日下午，说送我一次去黑头护理体验，称凑1010元可赠送产品，该金额可纳入7010元全套套餐内。
物流快递,快递延误7天还没收到 打电话更改了地址最后没更改还是发了原来地址延误了4天快递，到现在第7天都还没收到，投诉第一次打电话的业务员电话打了地址也记了，还是没有更改导致现在7天了还没收到快递
通讯运营商,企业人员用私人号（195＊＊... 事实：父号2026年3月突发“爱家光网”729元及每月30元；母号自2025年4月起每月扣“随心看”19.9元。机主未收订购短信、未输验证码、未签合同。要求全额退费 • 标题：宝鸡移动两号未授权扣费：私号办理无公章，宝鸡移动两号未授权扣费：私号办理无公章合同，客服人员擅结单求全额退费 本人代理父亲（150＊＊＊＊9116）母亲（183＊＊＊＊7094）宝鸡移动号码维权。
本地生活,蜂鸟众包售后人员不跟进处理问题。而且又二次配送给顾客了也跟顾客协商好了还会出罚单， 我于2026年9月10号送的这笔订单是系统定位的问题。打电话给客服，客服始终没有处理问题一直用官方话语机械回复
通讯运营商,到期移动宽带不想续约也不交违约金盼尽快线上注销 我这边取消中国移动的宽带。这边要求就是线上线上注销宽带。我这边宽带已经是到了期了，我非常明确，有三年以上的。但是中途移动这边有什么给我续约之类的说法，我完全表示不认同。也不可能交什么任何违约金。前面已经多次联系过，但是并没有给我跟进处理好。请这边尽快联系我，谢谢。
通讯运营商,中国移动收取不合理费用 我在2023年8月14在中国移动办理了宽带，截止今年2026年8月31日到期，再26年8月30联系说需要注销宽带，31号工作人员上门把设备收走了，收走后说需要3-7天才能注销成功，于是在次月9月3日才彻底注销，但是由于8月31号就已经把设备收走，9月没有使用一天的宽带，还是扣了一整月的费用，并且是原价扣除200多，合约期内只需要...
汽车,交强险提前投保属于影响消费者购车... 在销售洽谈、签订购车合同、车辆交付的整个过程中，商家从未主动告知我该车存在提前投保交强险的记录。车辆车架号：LFV3A2R21S341****，买新车被隐瞒提前投保交强险请市场监管介入 本人于2025年12月13日在该4S店购买全新乘用车一台 本人在后续查询保险记录时发现，该车辆在本人购车、开票之前，就已经由店家提前投保了交强险。
服饰鞋包,现诉求：维修或者换货，货品存在质量缺陷，依据消费者权益保护法，卖家应当承担相应售后责任。联系店铺售后客服，商家以过保为由拒绝维修、退换等售后。他她Tata官方旗舰店出售的鞋子质量太差 本人于2026年4月23日在淘宝他她Tata官方旗舰店购买鞋子，正常穿着情况下，出现鞋后跟内里磨烂、多处开胶、掉袜根，属于产品固有质量缺陷。
游戏,我在梦幻西游畅玩服里面马婆婆NPC不小心点错了孩子过继给官府，官方申诉，已向12315反映问题误点马婆婆过继给官府梦幻西游两千块孩子找不回 2026年9月18日，然后没有其他提示，直接把我价格2000多人民币的孩子给弄没了，申诉无过，没有把这个高价值2000的孩子还给我。
影音娱乐,然后要开发票，半天没给我开出来，开发票太慢了 我于2026年9月10日在高德打车平台打车，我需要尽快给我开发票。
汽车,师傅说可以免费更换，在2026年9月15号开去他们店售后检查维修，拒保 不履行合同 我于2023年10月13号购买一辆日产全新轩逸 在2024年购买了五年双保服务，然后变卦就开单要向厂家申请才能跟进处理，等了一天还是没有下文 售后一直发信息推送广告我提问什么时候申请完成 售后已读不回，很敷衍麻烦执法部门处理
共享出行,充电宝还错 充电宝还错，客服推诿扯皮不处理，服务不到位
共享出行,8.15.早上用该酒店客房共享充电宝充电，用完支付了5元，诚客至上自动扣费 本人2026.8.14.-8.15.入住希源轻奢精品大酒店（吉安人民广场店）。可是在我离开酒店后分别于8.18.和9.17.自动扣费99元。这种行为严重侵害了我的利益，因此恳请平台帮我追回此两笔扣款，谢谢！
家居日用,悦刻电子烟电话营销骚扰 登陆悦刻微信小程序后，一直接到各个地方悦刻推销电话。图片为这两天打来的电话，早中晚都有，推销产品。小程序导致电话泄露，要求停止电话骚扰并解决电话泄露问题。
通讯运营商,给我说的是99套餐，不知道多余的费用扣的是什么，没经过我同意还给我办理了橙分期，实际月月扣费一百多，电信工作人员涉骗 电信工作人员上门办理宽带，我也不知道这是什么，月月给我发短信，联系工作人员说不用管，让换个套餐也不能换，流量也不够用，工作人员最后信息也不回
本地生活,希望美团拿出证据来证明不是此人恶意去评价，故意损害我们商家的评分。美团公司新开店铺未有真实客户下单购买，不公正处理虚假用户的恶意评价，降低店铺名誉 我于 2026 年 9 月 16 日 11:45 收到一条差评，该评价客户无线上线下核销记录，投诉此条评价美团客服一直不予以公正处理，说未核销未消费也可以评价，对我们店铺评分造成了严重的影响，对店铺信誉名誉造成了严重影响。本店铺在未收到此条差评一直保持的...
物流快递,说被别人拿走了，忘记收寄拦截了，要求找到尽快发出，询问后，快递找不到了 网购退货
旅游出行,花小猪独享订单被司机硬塞乘客全程高速费白付还遭威胁 投诉对象：滴滴出行科技有限公司（花小猪打车APP） 投诉内容： 本人于2026年09月11日在花小猪打车平台下单顺风车独享订单，当晚22点左右在青岛机场上车。下单选择的是独享车型，上车后却发现司机另外搭载了一名乘客。我们当即对此提出质疑，司机声称订单备注了有亲友，但我在订单页面完全看不到该备注信息，所谓亲友实际...
服饰鞋包,老庙黄金宁波万象城我买来送给朋友，共计消费1573元，店员D给我编成手绳（费用50），店态度差、编绳工艺粗制滥造 2025年9月我在@宁波万象城 @老庙黄金 门店购买一颗黄金珠子1.24克（一口价1500+）。 后续朋友反馈手绳接口松动、经常脱落。故今日我专门回宁波万象城老庙黄金门店，向店员提出重新编织手绳。我母亲陪我一同到店。 进店后我主动询问重新编绳如何收费，店...
汽车,上门师傅态度恶劣，商品承诺18个月质保，质保期至2028年2月28日，途虎养车电瓶质量差，要求退货退款 2026年8月29日在途虎养车上门安装欧司朗汽车电瓶80D26R。 平台安排合作门店汕头汇盈师傅上门检测，上门师傅态度恶劣，沟通大喊大叫，嚣张不耐烦，很不专业，无法正常沟通，售后服务极...安装仅半个月，车辆停放1天未使用就出现电瓶亏电，全车无法启动，电瓶存在严重质量问题。
医疗健康,2026年9月（现本人已回宁波上学），本人联系店家要求退钱。当时销售人员明确承诺：“如果不打（不消费项目），定金可以全额退还，我们这么大公司也跑不了”，基于此承诺，本人通过微信支付缴纳了200元定金。天津维美强制要身份证正反面银行卡才能退订金属霸王条款 本人于2025年12月，在天津维美医疗美容咨询医美项目。商家（微信名：维美助理小满）却无视之前的承诺，以“核实本...
旅游出行,也没有打表计价票！退我款、胡乱收费 我从滴答平台叫了一个车结果收我费用60多块钱，我要求全额返还费用垃圾平台私自乱收费！司机想怎么来就怎么来对吗、没有对乘客一点帮助！我想知道发改委怎么给这帮出租车公司定价的，说出了一些霸王条款我想知道这平台都不管吗？
婚恋交友,消费，并且，引诱充值，对方还要求贷款借钱 被引导性充值，未得到相对应服务，并没有收到相对应服务，而对方收到想要的东西之后，并拉黑删除，联系不上，要求退回款项
汽车,"方程豹钛7延期交付 本人于 2026 年 7 月 04 日在方程豹官方APP下单方程豹钛7 EV 675KM后驱闪充版（这笔订单号：EMB260**************），并于下单当日锁定订单，支付3000元预购款。至今（9 月 18 日）已等待 77 天，订单状态一直停留在""合同已签署""，未分配车架号，...同日与溧阳豹之杰汽车销售服务有限公司签订纸质购车合同，支付7000元预购款。"
服饰鞋包,我8.1收到鞋子和商家售后人员反馈，发的返修鞋，客服说胶水溢出的，拼多多店铺拒退只补贴太坑 拼多多买的千百度女鞋，补偿15元！千百度女鞋多次遇质量问题，就是本来这个鞋子就有问题！但是穿不到一个月，9月5日我发现鞋子掉皮了，就是第一次收到鞋子的位置，我联系商家，商家返修，8.17我收到返修的鞋子，发现解决涂抹的痕迹就是我第一次和客服反应的问题！这不就是本身这个鞋子...
物流快递,如果反复不处理好我这边投诉到国家邮政总局，极兔新塘网点退回快件 极兔网点老是未通知就退回快件，做不了快递就不要做快递了
电商平台,淘宝商城平台内冰糖订单未按约定时间发诉求9月19日收到货 我在2026年9月16日在淘宝鼎福购买的冰糖，商家写的次日达，结果9月18号才发货，当误我正常使用，要求2026年9月19日收到货
电商平台,拼多多购买的洗衣机多次维修不好平台店家均总是不处理售后 我于2026年。 6月17日在拼多多平台他家购买的。 一直有大大小小问题。 到9月份维修了3次。 一个洗衣机产品一直存在质量问题问题。 平台不支持售后， 现在。商家。不管售后 互相踢皮球
物流快递,顺丰快递损毁了我的快递，不处理我的理赔，不退款 我于2026年9月4日通过小红书上门取件下单顺丰快递，向商家退货两条牛仔裤，已用带泡沫的包装袋封好，商家收到后发现牛仔裤存在大片泡水痕迹，无法二次销售。有开箱视频，我于9.9号发起理赔，顺丰显示只能报运费7倍，且至今没进行理赔确认，无人联系我，我中间已催促过至今无人理会，现在要求顺丰赶紧处理我的理赔单，并...
旅游出行,携程购买才一天， 离出发还有15天 退票扣费过高 请求介入协调携程退票扣费过高 航班号CA143。
房产家装,"四季沐歌菜板承诺三年质保在质保期内发霉没有补发售后 我于2026年1月在抖音平台购买了砧板，但我在8月询问商家时商家承诺免费补发,但是却一直敷衍总是迟迟不办,迟迟不补发,且该店铺货品都下架了,没有在售商品.平台没有解决方案,我的权益得不到保，店铺在购买时承诺三年质保,且保证砧板不会发霉，2026年8月发现砧板发霉变形障.商家一直拖延补发，我要求48小时内补发或做返还费用处理。"
通讯运营商,费用问题不清楚 我在手机查询 费用不明确 需要联通公司尽快给我处理解决问题 和我联系
电商平台,侵害了消费者我的合法权益，在拼多多平台购买的宝格丽大吉岭茶鉴定为假货，我的诉求是退款，诉求退回款项还得假一赔十 我于2026年9月5日，拼多多平台售宝格丽大吉岭茶假货，假一赔十
服饰鞋包,UGG鞋靴旗舰店降价不保价 我买的鞋一次没穿 直播的时候刷到说的是什么今年新款现在不买第一批过后肯定要涨价 我八百多购入的 刚果七天无理由 就降价到六百块钱 一次没穿过全新 包装完好 我申请退货退款 店家驳回说已经过了七天无理由 可是凭什么几天就降价了二百多让消费者心理太不舒服了 而且和你们直播的时候说的完全不一样
教育,没有实质性服务 我于2025年3月27日在网上直播间找到辽宁蓝谛心理咨询有限公司，辽宁蓝谛心理咨询有限公司主要存在诱导消费者，金额3980元，经过讲解委托其公司进行情感挽回，虚假欺诈行为，合同签立服务时间21天，服务期间未得到有效落地的服务，并未得到实质性帮助，服务五天我觉得存在欺诈虚假行为要求终止服务退还费用，卖家开始拒绝退费，后面协商金额举报未果，至今没有得到解决，严重侵害了我...
母婴食品,实名申领这套补贴，恢复生育补贴奶粉发放 本人参加飞鹤生育补贴活动，属于符合资格的新客，不存在多账号重复领取。 我联系飞鹤400售后客服，生育... 飞鹤后台系统可以查到我的出库这笔订单、实名申领记录，完全可以核验我确实收到并且喝完该罐奶粉。 已经成功领取上一罐补贴奶粉，喝完之后空罐不慎丢弃，没法扫描罐内二维码，系统锁死，不能申领下一罐。
通讯运营商,中国移动乱扣费 2026年9月17日在我不知情的下情况被移动扣了60元流量费，为什么在我不知情的情况下扣我60元流量费用，如果是我超流量了，你可以停我机，而且还是10块钱1G的流量
共享出行,根本不知情的情况之下扣了我这么多钱，强制扣钱 本人起码在3个月之内都没扫过什么充电宝，我完全不知道怎么回事，突然在2026年9月18日凌晨2点30扣了我199元，讯闪充乱收费，要求退款。
医疗健康,本人仅仅去过门店一次，其余所以购买产品都在门...店员先拿我的手机通过安心代支付两笔3000元的费用 并事先未说明会影响我的芝麻信誉分，支付后让我去签合同。侵犯了消费者的知情权。一次体验后莫名被贷蕾特恩要求全额退钱解除安心付 我于2026年9月13日在江苏无锡滨湖区线下门店的蕾特恩专业祛痘国际连锁(海岸城店)，本意是抖音团购单次体验 在店员的制造焦虑下诱导消费。
婚恋交友,总是不予退款，松果倾诉 我的倾诉剩余款项平台变成虚拟币，使用不了。
游戏,金华市博淳网络科技有限公司虚假广告“可二次实名”并诱 .我于2026年7月12日在螃蟹平台支付1200元购买《三角洲行动》游戏账号。货物页面明确标注“可二次实名”。 3....但平台官方客服“淇淇”为了促成交易，明确向我承诺“人脸包赔……这边您已经是购买了的哈”，并声称二次实名不影响账号安全、包赔生效，以此诱导我完成了交易。 2. 交易中发现该账号实际不能二次实名，我本想终止交易。
母婴食品,联系淘宝88VIP专属售后客服跟进处理，客服处理不专业，客服一直套话搪塞，不认真处理。设备本地没有任何小壮熊logo，设备上也没有任何证明是小壮熊产品标识，收到货后，与图片显示不同，淘宝商城小壮熊货物不符要求 我于2026年9月9日在小壮熊旗舰店购买小壮熊恒温水壶奶瓶消毒摇奶器三合一体机。
服饰鞋包,德桑特夹克外套，使用仅半个月水洗一次就产生严重质量问题 本人于2026年5月20日在得物APP购物平台购买的迪桑特夹克外套，实际使用日期不超过15天，仅水洗一次后就产生严重质量问题：背后字母胶印脱胶严重，平台不处理，无商家联系入口。
房产家装,多次投诉举报自如狗没送走，现在9月已经投诉第三次了根本没有人理会，8月初我又跟自如投诉第二次，自如说会让租客3天内把狗送走，至今仍天天听到狗叫 7月已经跟自如投诉，我常常听到狗叫，9月份已经给狗叫录音了。
汽车,25款吉利银河星舰7宣传不实龙鹰一号芯片 厂家错误宣传车机芯片为龙鹰一号，要求更换芯片，实际为e02芯片，导致车机功能差距很大
旅游出行,黑狗科技恶意侵占 我于2026年9月17日16日在黑狗科技交通平台（华为钱包）上充了30元钱，充值后发现在包头公交车上使用不了。于是我提出退款申请，黑狗科技至今没有响应。同时我给华为钱包客服致电，客服说管不了平台。我希望贵平台主持公道，处理黑狗科技和华为钱包平台，为消费者撑腰。
家居日用,名创优品商品质量问题不售后 我于9月12日下午购买洞洞鞋 第二天早上就发现掉漆 黏胶 质量问题 反馈多次无果 商家不履行自己承诺的三包售后 不退货 不退款 不赔偿 严重违反消费者权益保护法
本地生活,由于卖家出餐慢，商家出餐慢导致二次取消这笔订单，我二次报备取消了订单，诉求退回款项 我于2026年9月16日接到美团订单，美团外卖误判违规扣钱，平台判我违规，扣我残损34.21元，我的诉求是给我退款
数码3C,客服拒绝升级处理 本人【欧阳侠】，联系电话：【188********】，消费投诉，售后多次推诿。多次沟通中，客服始终重复固定答复，拒绝将我的诉求升级至高级专员处理，持续循环... 自【问题发生日期】该商品出现问题后，我多次拨打小米官方客服950***反馈问题。 本人于【2026年5月底】在江西省萍乡市安源区天虹购物中心小米之家现场购买商品：【小米折叠手机mixflip2】。
金融支付,营口政府已经介入但是振兴银行始终没有跟进处理，桔小花宜口袋已还款征信却被辽宁振兴银行上报营口介入仍未解决 本人在桔小花和宜口袋平台借款已经全额还款，但是查征信报告上振兴银行上报了
金融支付,被深圳盛迪嘉股份有限公司乱扣费298元，深圳盛迪嘉股份有限公司 我于2026年9月18日，本人毫不知情，
本地生活,美团外卖 2026.7、14本人真实将餐品送达顾客手中，不存在虚假送达，我送完第一单刚要点击送达，等我点击时系统跳转为第二单的送达，为什么系统的错误要我骑手承担，后续我这单我也在平台规定的时候送达到客户手里。为什么要扣我的钱，难不成当时我应该选择把货扔掉直接回家。任何平台不得以任何理由扣罚骑手合法所得，平台扣罚元...
汽车,涉嫌虚假宣传，厂家活动了解到搭载龙鹰一号芯片，最终交付的确实E02，前期通过官网，25款吉利银河星舰7虚假广告龙鹰一号芯片 我2025年5月17日购买的吉利银河星舰7，误导我购买了该车
本地生活,我正努力想还款办法 网贷公司发消息威胁 我抑郁症焦虑症 如果再次反映问题不跟进处理 我已经说了 我会努力想办法解决还款问题 让我收到短信威胁是吧，美团借钱发威胁短信施压
家居日用,诉求退换货并且投诉工作人员态度问题拼多多 我于2026年3月购买了双女鞋没穿几个月就开胶联系不上商家，反馈平台退换货平台总是不处理问题，推诿，处理工作人员态度不好。
金融支付,快钱代扣未获确认请协助发起交易争议退款 我尾号5578农行卡，9月18日被快钱代扣给天津生晟科技333元，我没有被清晰告知扣费、没有主动确认当期扣款，请立刻核查我的签约凭证，协助发起交易争议，要求商户退款！
汽车,私自加盖公章欺骗我 我8月25号去交完定金才说只有2月份的车 我在宁波中基明瑞红旗 8月份买车 交完定金以后才给我说只有2月份的车 合同还没有公章后面私自加盖了 收我钱也没有给我收据我投诉厂家厂家那边说合同有盖公章 我这里的还有就是我拍下来的都没有公章 他们店里私自加盖公章 这就是红旗的销售人员 而且销售交完定金以后对我爱答不理的 我从9.3号投诉到现在 也没有销售 还...
数码3C,要么给我购买的东西，结果说好的700个钻石没给100个碎片没给，还有还有500个永恒核心也没有给，还有其他一堆什么高级碎片之类的一些，要么退钱 今天晚上买了一个黑暗特利迦，他都没有给现在导致我没有那个领带，领到黑暗特利迦心情很差 非常影响我现在的心情
共享出行,杭州小木吉软件科技有限公司（青桔骑行） 骑行路程仅500米。锁车后直接判定为违停，但青桔APP地图系统没有录入该停车P点，扣除32元调度费。我将青桔共享单车停放在市政路面施划的共享单车停车白线内，现场有大量共享单车在此停放，属于合规停车区域。
金融支付,当时本人并不知情，我要求退回扣的款，闪态技术莫名扣钱不知情请退回扣的款 闪态无故扣款
物流快递,朋友从新疆维吾尔自治区和田市通过顺丰快递将一个玉吊坠给我寄到湖南省郴州市桂阳县，现对方多次推诿拒绝解决，投诉举报顺丰快递拒绝赔付一事 2026年8月16日，且有保价，收到快递后外包装破损导致物品损毁要求赔付遭拒，而且门店还称包装根本没烂。
金融支付,要求返还费用划扣金额350元 该公司于2026年9月12日7:00扣款我350元
汽车,要求如果在9月24日不能交车，退还所有定金。9月18日仍无交车信息和通知。长期无法交车 我于7月7日在连云港泰昌4S店订购方程豹钛7EV版，当时承诺一个半月到两个月交车。
游戏,没有验证码，15日分别充值游戏，都没电话号码，14日，巨人公司超自然行动组 我家小孩子9月13日，他们就收款
家居日用,2026年9月 故障，售后根据本人描述称“主板有问题”，未出具书面检测报告，未说明是否人为/是否设计或制造缺陷，即要求保外收费。好太太晾衣机故障诉求明确责任与品质保障 我与2023年6月1日在京东购买好太太智能晾衣架这笔订单编号273*********，价值1105元，整机保 3 年（2026-6-1 止），保内未报修、无改装无进水无超载。此产品同类原因在本平台有多次投诉，疑似设计...
旅游出行,我立刻发现日期选错，付款仅仅几分钟，马上提交退票申请。受该通催促电话干扰，我来不及仔细核对航班日期，直接完成付款。同程旅行坑人 本人在浏览同程旅行机票，尚未进行支付操作时，平台主动拨打电话催促下单，告知几分钟这笔订单失效，催促我尽快交钱。第一程同程要求扣除260元高额手续费才允许退票，第二程免费退的，售后客服表示没法跟进处理...
教育,至今未收到任何款项，多次催促表示收入不足支付以推脱，4月底告知可以申请退钱，中公教育面试班退费 我于2026年2月11日购买了中公教育面试班不过退费协议班。
医疗健康,东莞莞医医院诱导宣传不实男科检查治疗花费过高要求退费 本人2026年9月4日，在该医院共计花费34492元。9月4号那天下午在高德地图上面了解到男科方面的问题就就咨询了一下对方就让我加他微了解了一下后面他就让我去那个医院检查早泄问题然后就叫我做包皮手术跟那个埋线花了2000多然后又检查出慢性前列腺炎让我做治疗第一天花了5000多...该医院虚假宣传，过度治疗 ，诱导本人消费。
电商平台,在淘宝自然堂购买了一瓶三合一的化妆品，标题写了三合一功效，买回来时只有bb霜功效，拆包后商家不愿意退回款项，商家虚假广告，导致消费，我的诉求退货退款，商品下架，宣传有问题！商家虚假宣传，诱导消费者消费！
旅游出行,司机到达后把行李装上车，我们也坐上车后，花小猪 今天早上在邯郸火车站打了一个花小猪。司机说这么点钱还有行李箱，直接把订单取消，撵我们下车。我们找他理论，司机态度恶劣，说没钱打什么车。本来对邯郸印象非常好，经历一次这个，简直是差评差评！简直气死人了，司机是什么素质，简直给大邯郸丢人现眼。这是车牌号。要求严...
电商平台,退货不退款，恶意延时 本人于拼多多平台在【一口佳方便面专营店】购买商品，已按照商家要求将退货商品寄回，物流显示商家已经签收。但商家无正当理由多次手动恶意延长售后退款处理时限，故意拖延退款，拒绝履行退货退款义务。 商家签收退货后拒不处理退款，侵害消费者合法权益。现诉求：1.尽快完成全额退货退款；2.对商家恶意拖延退款的违规行...
金融支付,母公司主体宜人智科，（APP运营主体：宜信微佳科技发展（北京）有限公司）办理借款过程中，被捆绑开通【臻选计划】权益会员，北京杉海科技、优赛恒创科技私自代扣会员权益费 本人在宜享花，宜享花借款捆绑臻选计划，由北京杉海科技有限公司进行扣费，累计达到：26329.53元。 本人并未主动勾选、没有明...2025年以前还由其关联公司优赛恒创科技发展（北京）有限公司进行违规扣款，累计：8877.92元。
物流快递,明明说当天送结果转天中通快递太不诚信 我在网上买了个背包，因为来开封的时候没带包。今早一看物流信息正在派送我就等着，中午都没送到我就给快递员打了个电话，快递员说错分了、我的收货地址不是他负责派送的区域，给开封中通网点打电话说错分了、下午六点前送到。到了下午六点还是没送到，我又给新快递员打电话，快递员又说晚上八九点钟送到。到了晚上九点...
游戏,剩余时间一直无法正常使用 25年10月10日购买的139元加速器套餐，还剩余3111小时已经无法使用，加速失败，雷神加速器已无效，及加速无效，希望退钱
数码3C,手机相机存在严重故障，问题为间歇性发作：有时拍摄正常，有时在白天强光、夜景灯光这类日常场景下，即便关闭AI、HDR以及全部图像增强，手动调低曝光补偿，拍出来的照片依旧大面积高光饱和，亮部细节完全丢失，相片直接...拒绝维修要求全额退货返还费用 本人2026‑07‑02在京东商城【荣耀官方旗舰店】购买荣耀Magic8 Pro手机，荣耀Magic8 Pro相机成像间歇性失效，实付5299元（含国家补贴）。
数码3C,剩余说是手续费，上海任意门科技有限公司 于2026年8月30日平台误充值退款后，但是苹果平台并不认可，迟退了¥168，我做一个消费者不应该承担售和平台公司签的合同的运营成本要求退款全部金额
电商平台,下单了一款连衣裙，是粉色的，完全和这个图片宣传不符合。 高端漂亮女装店这么一个淘宝里买的这个女装。八月淘宝购的粉色连衣裙，店家和平台都总是不解决退货退款诉求 我于这个8月15日在淘宝购买的这个。 是瑕疵品，做工品质完全是和图片不一样，因为工作忙，没有及时查看衣服质量，所以你过了售后期才发现这衣服有质量问题，没试穿过，就是打开包装看，这个质量太差了，完全不符合这...
本地生活,订单金额是188.1元，由于订单金额比较大，餐比较多，我在2026年9月18日18：30左右接到一个这笔订单配送任务，申请美团外卖补发大额单补贴 我是美团众包骑手，导致同时间只能接这一单，再加上店家出餐又慢，耽搁了很长时间，因此想申请大额单补贴，但是售后人员拒绝了我的申请，所以我请求补发大额单补贴。
数码3C,26年5月开始出现卡顿，闪退，发热严重等问题， 我于2025年9月抖音购买小米手机，一直联系线上客服反馈，得到的答复是手机系统升级导致，让适应两天就好，七月份前往小米之家进行鉴定，结果是没有问题，后继续使用，8月份邮寄哈尔滨寄修中心进行检测，告知硬件无问题，刷机后寄回，9月2日，卡顿闪退，发热问题再次出现，联...不解决问题，一直说反馈，在一个拖延时间，售后走流程，不承认手机有问题！
游戏,不给退款 扫手续费，结果是你们畅游时代的账户，我没有你们游戏平台游戏账号，我也没有用到你们游戏的权益
电商平台,他的客服一直使用官方话术不正面回答我的问题，客服拿官方话来回避处理诉求 我在2026年8月30号在拼多多平台购买一双鞋，拼多多买鞋遇质量问题，然后收到货发现质量有问题然后我要求拼多多客服处理件事
汽车,于8月4号和8月10号两次进深圳市坪山区金碧路比亚迪湛宝店检测汽车行驶车内异响和底盘颠簸明显问题，在26年7月底发现汽车行驶车内异响和底盘颠簸异常，仅口头告知检测无问题，检测后4S店未提供工单和检测报告，比亚迪秦lev检测异响底盘异常4S不给报告厂家也不管 我于25年12月份购买比亚迪秦lev云辇型汽车，在我明确告知不出示检测报告属于违法行为后依然拒绝提供，打厂家电...
房产家装,因配件问题、安装师傅等问题于2023年8月18日才完成安装开始使用，始终迟迟不发货，2026年8月16日锁有问题，凯迪仕密码锁安装拖俩月维修没修好还不回应 2023年6月25日于淘宝旗舰店购买凯迪仕密码锁，联系厂家返厂维修，历时20天终于发货后，仍然存在维修前的问题，维修师傅说根本就没给修，主板已紊乱，要求退货或赔付，商户迟迟不给回复。
婚恋交友,频繁拨打骚扰电话、发送垃圾短信，一天多次联系，频繁骚扰 被“广东田蜜蜜”持续骚扰，严重干扰本人正常工作生活。现要求立即停止一切电话、短信联系，停止骚扰行为。本人未同意接收营销信息，已明确拒绝，仍然持续骚扰。附上通话记录、短信截图作为证据。
母婴食品,618活动的意义就是提价卖吗，我要求退还618与现在价格的差价，提前购买小白熊奶糖无极吸奶器Max全场景版本，小白熊618提价卖 我于2026年6月18日在活动降价期间价格738.83元，等近期需要用时发现在什么节日什么活动都没有的期间比618便宜近200多元。
医疗健康,货品损坏后，京东不负责售后，客服称该店铺不是京东自营，联系平台客服， 鱼跃官方旗舰店显示是京东自营店铺，需要自行将上票寄回厂家，由厂家售后。购买鱼跃官方旗舰店商品损坏后，售后需要自行对接厂家。
本地生活,该这笔订单已经和顾客协商一致，同意餐品放置门口，餐实际送到顾客家门口，并非故意虚假点送达。运单编号：17888*********46508，美团众包错误判定虚假点送达，申诉被驳回要求撤销50元处罚 本人美团众包骑手。平台在线客服人员查看通话记录，确认骑手不是故意违规，只是线上申诉时效过期。内部升级复核后直接短信驳回，没有专员电话沟通。请求平台调取GPS轨迹、通话记录重新人工复核，撤...
旅游出行,携程旅游收取莫高窟A票升级款却出票为B票，管家失联，平台认为没有拼满不应返现 本人在携程预订青甘大环线8天7晚跟团游，提前1个月额外支付差价414元，通过平台一对一管家升级莫高窟A类门票，管家明确承诺安排A票。 莫高窟入园后，我们发现实际拿到的是B票。第一时间联系携程专属管家反馈问题，但管家长时间失联、无任何回复，现场求助无门。只能联系随团司机，司机与地接旅行社核实，确认确实给我们...
游戏,花费923元购买《三角洲行动》游戏账号，在金华市博淳网络科技有限公司运营的螃蟹游戏服务网，螃蟹游戏账号代售买后直接锁脸既不能用也反复不给解决 本人于2026年09月09日。商家货物页面明确宣传该账号支持二次实名。 我联系平台售后人员寻求解决方案，商家没有可行解决方案，仅告知我15天禁止登... 账号交付给我的当时就弹出人脸验证，自交易完成至今，账号一直无法登录、无法游玩。
通讯运营商,在发现后立即关闭流量，一直扣的是流量卡，以后没流量的卡非本人意愿不得自动扣费中国移动私自扣非流量卡费用要求退扣款项和赠送流量 本机是双卡，但在20:26分又说扣除20元，在9月17日19:17分我不知情情况下自动扣除了另一张非流量卡10元，非本人意愿，请退回20元，说送的流量也请退回去！
数码3C,设备原本开机需要密码才能进入系统，我因调整 BIOS 设置需求联系天津市南开区鼓楼巷小米专卖店，联系电话：022-590*****。产品设计有问题，售后客服沟通一直不解决问题 本人于小米京东自营旗舰店购买小米 RedmiBook 14 英寸全金属超轻薄笔记本电脑（第八代英特尔酷睿 i5-8265U，8G 内存），这笔订单号：972********。电话沟通时，门店工作人员指导我清除 BIOS 密码，操...
家居日用,平台在不通知不告知的情况下操作退货退回款项，拼多多 2026年9月16号01时41分40秒在平台购买了一台海尔空调，联系平台客服表示我不符合购买资格，在不知情的情况下取消了我的工单
房产家装,龙湖商铺存在质量问题，全屋返潮无人管 几百万买的商铺质量问题，返潮生虫，投诉半年无果
物流快递,快递停滞，严重耽误收货。我拨打12345政务热线反馈该问题，两天时间查不到工单记录，没有工作人员联系我跟进。圆通物流停滞催件无实质处理盼包裹加急派送或全额理赔 快递单号：YT070********** 客服只是敷衍回复，我多次拨打圆通官方客服95554催促，事情经过：快件物流长时间没有更新，没有任何实质处理动作。 诉求： 1. 加急核查包裹，尽快安排派送； 2. 若包裹已经丢失，...
